排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,来源文件,banned,banned_hits,img_missing,总销量
169,0.9581636124447279,607126223172518,一件亚克力小夜灯，采用三色发光设计，非常适合卧室使用，也适用于生日、复活节、圣诞节、万圣节等庆祝活动和装饰。小北极熊造型小夜灯 TDF4253,9.93,家居厨房用品,照明及配件,https://img.kwcdn.com/product/open/afc47aebb9a64846b8367b3e30c138ed-goods.jpeg,https://www.temu.com/search_result.html?search_key=607126223172518&search_method=user,913.csv,False,,True,0
170,0.9558504366542044,606945700370130,Cotton Linen 4pcs Bedding Skin-Friendly Breathable Sweat-Proof Design Comfortable for Naked Sleep Easy Style Machine Washable All-Season Bedroom Duvet Cover Sheet Pillowcases Set,59.79,家居厨房用品,床上用品,https://img.kwcdn.com/product/algo_check/auto/da9553d4efc11e0026be6e1f37c90712_1787932462746.jpg,https://www.temu.com/search_result.html?search_key=606945700370130&search_method=user,913.csv,False,,False,0
171,0.95354653632922,607119646505315,多功能6PCS无痕带钩袜子内裤收纳防滑多场景晾晒夹子，防风旋转夹钩，衣柜挂钩，袜夹,4.87,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/algo_check/auto/243dbd2b463f5beb1914e6a4fd6e99e2_1788254819484.jpg,https://www.temu.com/search_result.html?search_key=607119646505315&search_method=user,913.csv,False,,True,0
172,0.9532574430508199,607110117082037,1pc 圣诞姜饼屋墙面装饰画，糖果拐杖、冬青红果、松枝、礼物与姜饼元素节日海报，温馨圣诞家居装饰，40×60cm（15.7×23.6in），无框,3.57,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/db401267-805e-4dd5-91ad-ae5c71ae8588.jpg,https://www.temu.com/search_result.html?search_key=607110117082037&search_method=user,913.csv,False,,True,0
173,0.9530586459348258,607563236102512,3件装可折叠脏衣篮收纳袋- 高款可折叠织物衣物收纳筐，圆柱形回收桶，适用于卧室、浴室、大学宿舍储物、衣柜整理与洗衣（节省空间设计）户外露营便携收纳袋，多用途收纳,10.52,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/f16348b8f07f43dba89d93cb81e8feb6-goods.jpeg,https://www.temu.com/search_result.html?search_key=607563236102512&search_method=user,913.csv,False,,False,1
174,0.9527840217222822,607344192754305,2个磁性储物柜镜子、带强全磁背的小型真玻璃镜子、超清晰反射紧凑型镜子、学校健身房储物柜、冰箱、办公柜、宿舍用粘性磁性镜子,8.68,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/7b00bedb75c742c08e46eaea707c1128-goods.jpeg,https://www.temu.com/search_result.html?search_key=607344192754305&search_method=user,913.csv,False,,False,6
175,0.9523242648596001,605852597597931,2D平面画框 8X8英寸 家居装饰 浴室装饰 墙面装饰 动物装饰 猫咪装饰,7.72,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/7487b5da01ca4df2882f5d95f6480030-goods.jpeg,https://www.temu.com/search_result.html?search_key=605852597597931&search_method=user,913.csv,False,,False,3
176,0.9520525958135708,607108909128785,3pcs组合套装（2件随机颜色的多用途防风衣钩带绳+一个收纳袋）耐用塑料，非常适合晾衣、毛巾和袜子 - 非常适合家庭和旅行使用，衣钩,1.39,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/aa4888a93c094b47aa44c4291b2e8c8c-goods.jpeg,https://www.temu.com/search_result.html?search_key=607108909128785&search_method=user,913.csv,False,,False,0
177,0.951066307586982,607126290284479,1个便携式可折叠大网眼弹出式洗衣篮，带瞌睡小猫印花 - 瞬间展开，适合旅行、房间、宿舍收纳 - 现代可折叠衣物篮，配有坚固框架,6.07,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/48e49eec-9079-47b1-8f2c-7f50623a18c9.jpg,https://www.temu.com/search_result.html?search_key=607126290284479&search_method=user,913.csv,False,,True,0
178,0.9505651607004186,607628533049193,1个虾形3D立体造型填充抱枕 装饰靠垫 适用于礼物、卧室、沙发、房间、派对装饰,17.38,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/d88944d336f84ee2a90914d4977afd1b-goods.jpeg,https://www.temu.com/search_result.html?search_key=607628533049193&search_method=user,913.csv,False,,False,0
179,0.9497243456956332,607674905266759,发光银色玻璃迪斯科球 4只装 3.94英寸家居/节日/圣诞/派对装饰,5.71,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/19b1cc2b7997401995b1c0edc6bfbb67-goods.jpeg,https://www.temu.com/search_result.html?search_key=607674905266759&search_method=user,913.csv,False,,False,0
180,0.9481200693594629,606650824002618,2D平面，1件，复古风格标牌 - 20.32X20.32厘米，复古设计金属墙饰，限量版装饰标牌，适用于车库、咖啡馆装饰或作为万圣节/感恩节/圣诞节礼物，2D平面,1.95,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/1202e6f900bd4c61a9716d3b028c4bf3-goods.jpeg,https://www.temu.com/search_result.html?search_key=606650824002618&search_method=user,913.csv,False,,False,0
181,0.9462222986323768,606848795162070,12片2D复古立体木纹墙贴，30X30厘米，自粘背胶，即剥即贴。提供轻微隔音和减震效果。适用于奶油色风格的客厅、卧室床头板、玄关和其他家居环境,8.22,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/62a6c935-b9fb-4e0c-a476-0dab86a2685d.jpg,https://www.temu.com/search_result.html?search_key=606848795162070&search_method=user,913.csv,False,,False,0
182,0.9457720680398696,606185977648064,2D平面画，3件套波西米亚极简风墙贴海报——无框日月星辰与植物印花，现代帆布画适用于客厅，中性色调画作可搭配斯堪的纳维亚及地中海家居装饰，2D平面画,6.92,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/4e9a120e42694684b17fef6935efd1b6-goods.jpeg,https://www.temu.com/search_result.html?search_key=606185977648064&search_method=user,913.csv,False,,False,0
183,0.9456830136316456,607127162702731,1件装 可重复使用购物袋，2D平面印花热带花卉阿罗哈图案PVC大容量旅行手提袋，购物袋，手提便携包，适用于日常收纳，野餐与周末短途出游的礼物，2D平面款,7.45,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/open/8f35d2a0a750424797c0886901420ef5-goods.jpeg,https://www.temu.com/search_result.html?search_key=607127162702731&search_method=user,913.csv,False,,True,0
184,0.9450904283790315,606537091232589,3件 2D平面 沙漠仙人掌主题简约波西米亚风帆布艺术品套装，非常适合装饰客厅和卧室，送给他/她的完美礼物 无框,4.98,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/f48dd38085b84e6ba79dbabb9c6e0ad7-goods.jpeg,https://www.temu.com/search_result.html?search_key=606537091232589&search_method=user,913.csv,False,,False,1
185,0.9434253430055022,607129310183203,白色75cm宽网纱，适用于婚礼拱门装饰、活动派对背景装饰，各种宴会悬挂装饰、周年派对、社交舞会、周年纪念日、情人节、万圣节、圣诞节等氛围感装饰、餐桌中央桌旗装饰、楼梯扶手装饰，四季皆可使用，多功能装饰品装饰；节日吊坠、悬挂装饰,24.41,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/eddd9ddc0c134e2c85a4f01b9d7c6340-goods.jpeg,https://www.temu.com/search_result.html?search_key=607129310183203&search_method=user,913.csv,False,,True,0
186,0.9431074956359832,606874699177118,"1件2D平面图案,圣诞窗贴玻璃静电贴纸，窗贴，玻璃贴画，窗户贴花 圣诞花环松针蝴蝶结图案玻璃贴膜易安装可拆卸，防水贴纸，可重复使用个面可见|可移除的PVC节日防水贴纸，圣诞节玻璃窗户装饰贴纸 个面打印-浴室家居玻璃贴膜",2.76,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/bb9b5771473e445ebb5d566e42bae955-goods.jpeg,https://www.temu.com/search_result.html?search_key=606874699177118&search_method=user,913.csv,False,,False,7
187,0.9425897723813446,606531001147336,2D平面画，3件套波西米亚极简风竖版欢乐花卉墙饰，适用于客厅卧室玄关装饰，复古笑脸帆布海报，无框竖版挂画适用于狭窄空间，春秋美学风格,7.77,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/bceafb9fa7124a20aab558d808afcd0a-goods.jpeg,https://www.temu.com/search_result.html?search_key=606531001147336&search_method=user,913.csv,False,,False,3
188,0.9425466632393794,607432038265418,2D flat/壁画，3件套未装框中世纪包豪斯几何画布海报，波西米亚抽象橙色和米色几何墙面艺术印刷品，适用于现代客厅、卧室、宿舍、厨房和家居装饰 - 完美礼物，极简艺术，装饰艺术风格，现代极简风格，墨水媒介，画布墙面艺术,9.84,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/385a7147-4134-48ba-ad8b-d1c5685c118b.jpg,https://www.temu.com/search_result.html?search_key=607432038265418&search_method=user,913.csv,False,,False,0
189,0.9423583096847957,606700887179633,二维平面个性化裱框帆布海报 - 可定制照片/文字/肖像，适用于生日、复古/现代/装饰艺术墙饰，带包边木质画框、水彩情侣肖像，理想赠礼印刷品，二维平面,6.58,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/4c88342a5b704456b57125ad2e354d9a-goods.jpeg,https://www.temu.com/search_result.html?search_key=606700887179633&search_method=user,913.csv,False,,False,0
190,0.9421329449214019,601104462329649,"太空探险外太空旅行牛奶绒床笠，独立深口袋全包裹防滑床垫保护套，秋冬季全尺寸适用于Twin，Single，QUEEN、KING。柔软保暖加绒，四季可用，可机洗女王尺寸的床品，是圣诞节、情人节、万圣节的理想礼物选择,耐用材料,床上用品,特大号床品，卧室，客房",22.51,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/5471fe63de6e43aa87014540e79af38f-goods.jpeg,https://www.temu.com/search_result.html?search_key=601104462329649&search_method=user,913.csv,False,,False,11
191,0.9412170076756825,605743998717440,2D平面画作，3件套柔和色调书籍主题三联挂画海报 - 大尺寸，适用于书架、阅读角装饰、画廊墙面板，专为爱书人士设计，简约风格与图书馆装饰，无框帆布印刷品，2D平面,5.72,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/c8a94689c6b64013881cfef850b31de9-goods.jpeg,https://www.temu.com/search_result.html?search_key=605743998717440&search_method=user,913.csv,False,,False,2
192,0.9411908634185661,606942479146530,不锈钢置物架，卫生间浴室洗漱台收纳架，化妆品小杂物整理多功能架，优质不锈钢材质防锈耐腐蚀，分层设计充分利用台面空间，可收纳护肤品、洗漱用品、美妆小物件，摆放稳固不易倾倒，浴室洗手台、桌面梳妆台均可使用，简约百搭，告别台面杂乱,19.97,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/d43af1a907e74a909c07f9e9f95af3db-goods.jpeg,https://www.temu.com/search_result.html?search_key=606942479146530&search_method=user,913.csv,False,,False,2
193,0.9410669715732515,607124209911263,个性化定制 圣诞木质装饰 彩球 个性化挂饰 带姓名 定制礼物标签 激光雕刻姓名,3.43,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/d7219acdf8fb48fb9a1b02710f57e6e2-goods.jpeg,https://www.temu.com/search_result.html?search_key=607124209911263&search_method=user,913.csv,True,激光,True,0
194,0.9410659142810267,607106493162665,1pc 个性化可定制啤酒杯 -螺纹古典杯 适合男朋友和丈夫 - 时尚、可洗碗机清洗，适合婚礼和周年纪念 - 理想的家庭酒吧、庆祝活动和特殊场合,11.24,家居厨房用品,杯具,https://img.kwcdn.com/product/fancy/8db48cdd-f2a3-476b-80ca-2d4b560c61d1.jpg,https://www.temu.com/search_result.html?search_key=607106493162665&search_method=user,913.csv,True,酒,True,1
195,0.9406349597294684,606389451783519,2D平面海报与印刷品3件套（无框帆布海报）2D平面南瓜橙与奶油色中世纪现代风格印刷品：3件套 | 亨利·马蒂斯植物艺术画适用于中性色调客厅 | 橙色卧室装饰，2D平面,3.73,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/fbc613d915c64f60bc2609a2dfc452b0-goods.jpeg,https://www.temu.com/search_result.html?search_key=606389451783519&search_method=user,913.csv,False,,False,1
196,0.9404479323197605,607163133062440,2pcs Hamburger Patty Mold Size Hamburger Mold Ring Easy Release Hamburger Patty Mold Suitable Grill Accessories,2.89,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/1af42aca23c0454bb63b3c3010d35016-goods.jpeg,https://www.temu.com/search_result.html?search_key=607163133062440&search_method=user,913.csv,False,,False,0
197,0.9404073398130888,601103935847344,1件舒适的纯色磨毛秋冬季羽绒被套，柔软抗起球床上用品，舒适透气，防尘羽绒被套（不含填充物），适用于单人床、双人床、双人床、特大号床、大号床尺寸，适用于卧室、客房、宿舍、所有季节，可机洗，秋冬季装饰，房间装饰,11.87,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/4456ceb0-7ab8-4209-b77f-2c25545ca2da.jpg,https://www.temu.com/search_result.html?search_key=601103935847344&search_method=user,913.csv,False,,False,21
198,0.9403362102511147,607109580200406,粉色玫瑰便携迷你金属烟灰缸，复古花卉口袋烟灰缸，带盖和登山扣，紧凑型香烟烟灰盒，适合旅行、户外使用，吸烟者和玫瑰爱好者,7.01,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/88d6abe39dca4731a55a2a444a35d957-goods.jpeg,https://www.temu.com/search_result.html?search_key=607109580200406&search_method=user,913.csv,True,烟,True,0
199,0.9402922766876578,606669681586795,中世纪魔法骏马抱枕套 2D平面印花 单面印刷 红色 沙发床装饰 适用于卧室客厅 单件装 不含枕芯,2.06,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/96de6de768c64e978ef4c4621ed928d2-goods.jpeg,https://www.temu.com/search_result.html?search_key=606669681586795&search_method=user,913.csv,False,,False,2
200,0.940238439671083,605824328008924,【】1件，8*8英寸的圆形铝标牌，有关“莎士比亚戏剧名言”的复古装饰牌匾，威廉莎士比亚“As You Like It”主题装饰牌，适合装饰客厅，书房，咖啡馆，酒吧，办公室，卧室，“莎士比亚戏剧名言”，“威廉莎士比亚As You Like It主题装饰牌”,4.21,家居厨房用品,节日饰品,https://img.kwcdn.com/product/2123a66998/e6c25680-3297-42a4-9f71-7b765a8aa18f_800x800.jpeg,https://www.temu.com/search_result.html?search_key=605824328008924&search_method=user,913.csv,True,酒,False,0
201,0.9386838446682153,607504582994194,2 件装灰线菱形几何纹样四季抱枕套 沙发椅子客厅卧室花园庭院家居装饰，涤纶，45cmx45cm，不含抱枕芯,3.74,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/ece469dc34704f39af34f5bea44ee1c2-goods.jpeg,https://www.temu.com/search_result.html?search_key=607504582994194&search_method=user,913.csv,False,,False,1
202,0.9380243462319815,607123673039022,圣诞节家居墙壁挂饰，珍珠钻石装饰套装，亚克力圆形板，配有挂链和混合尺寸珍珠串,11.15,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/7fcfb8e9291347318803fd7e1e47a712-goods.jpeg,https://www.temu.com/search_result.html?search_key=607123673039022&search_method=user,913.csv,False,,True,0
